,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.10.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,entities.hashtags.7.text,entities.hashtags.8.text,entities.hashtags.9.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
811,,,,,,,,,,,,0,0,0,Kanye West Lashes Out Liberals TMZ Rant Y Can Bully Me via,1539197154662
812,,,,,,,,,,,,0,0,0,For Culture Wears All Black Designers American Music Awards Photos,1539197155658
813,,,,,,,,,,,,0,0,0,Omg Lacey Evans,1539197155664
814,Sarkar,,,,,,,,,,,0,0,0,Wooohooooo Sarkar arriving styleteaser Oct th I waiting heheh,1539197155663
815,,,,,,,,,,,,0,0,0,Wonho lifted Changkyun s shirt cutely annoy tell real maknae,1539197155666
816,vkook,,,,,,,,,,,0,0,0,Jungoo baby thank god BTS amp fans always cheering I hope injury heal faster vkook taeko,1539197155662
817,,,,,,,,,,,,0,0,0,Georgia s Secretary State Brian Kemp running Gov purged voter rolls amp freezing tens thousands voter,1539197155664
818,,,,,,,,,,,,0,0,0,I used pissed pissed less,1539197155663
820,Z100JingleBall,,,,,,,,,,,0,0,0,legends please need attend ZJingleBall enter link xx,1539197155661
821,,,,,,,,,,,,0,0,0,I posted new video Facebook,1539197155657
822,,,,,,,,,,,,0,0,0,u today date bc,1539197155660
823,BTSinLondon,,,,,,,,,,,0,0,0,MAGIC SHOP BTSinLondon,1539197155664
825,,,,,,,,,,,,0,0,0,Browns NFL rankings Week st takeaways st turnover ratio st rushing yards,1539197155657
828,,,,,,,,,,,,0,0,0,Me Smash VS Ultimate,1539197154660
829,,,,,,,,,,,,0,0,0,In NHL kids playing time lives,1539197156661
831,,,,,,,,,,,,0,0,0,Yeah disrespect Lewis hes ready seems like terrible idea even wors,1539197156665
833,OneVoice,,,,,,,,,,,0,0,0,OneVoice Rally stopped traffic Parliament Square,1539197156663
834,,,,,,,,,,,,0,0,0,A mentally unstable individual VP nominee Whoever suggested must crazy,1539197156664
835,,,,,,,,,,,,0,0,0,When drowning homework decide go w friends instead,1539197156659
836,,,,,,,,,,,,0,0,0,Lmao nigga said th grade tho,1539197156662
837,,,,,,,,,,,,0,0,0,They find Patience sis,1539197156663
838,,,,,,,,,,,,0,0,0,I ticket sale re tryna get dads th,1539197156658
839,,,,,,,,,,,,0,0,0,Hi We looking funding Corporate Guarantee issue corporate guarante pa,1539197156659
840,exercise,,,,,,,,,,,0,0,0,Yup Had lovely minute power walk around fields office exercise,1539197156665
841,,,,,,,,,,,,0,0,0,A London flat sold m princess demands m carriage ride news report shows people died homeless,1539197157660
842,,,,,,,,,,,,0,0,0,READ GIDEON FALLS FOR FREE right Exc Lemire amp Sorrentino Gideon Falls comic book TV Show read st issue htt,1539197157661
843,,,,,,,,,,,,0,0,0,I posted new video Facebook,1539197157666
844,MilanoTorino,,,,,,,,,,,0,0,0,MilanoTorino Race highlights,1539197157663
845,,,,,,,,,,,,0,0,0,former Assistant Secretary Defense woman topping Michigan s ballot wants prioritize environmen,1539197157666
846,,,,,,,,,,,,0,0,0,I got walk snow get coffee I could giddy,1539197157657
847,,,,,,,,,,,,0,0,0,Correct get month investigation wanted,1539197157658
848,MPN,ArianaGrande,,,,,,,,,,0,0,0,djshortmike MPN ArianaGrande,1539197157664
849,,,,,,,,,,,,0,0,0,m prepared accept responsibility s mine take know,1539197157663
850,,,,,,,,,,,,0,0,0,scientists many political amp social revolutionaries continue capitalism die capitalists,1539197157663
851,,,,,,,,,,,,0,0,0,As difficult dislike Tesla right help oh hang,1539197157662
852,,,,,,,,,,,,0,0,0,It worked Love,1539197157658
853,,,,,,,,,,,,0,0,0,Forcible transfer children ethnic national group another group genocide international law ht,1539197157657
854,,,,,,,,,,,,0,0,0,Again Trump s campaign launch included paid attendees campaign nt pay firm hired months,1539197157658
855,,,,,,,,,,,,0,0,0,okay stuck one part fic going Cry,1539197157659
856,,,,,,,,,,,,0,0,0,My sister sent nephew official missing graphic His phone dead turned point Police CPS ar,1539197157666
857,,,,,,,,,,,,0,0,0,gays ever keysmash doesnt look right got ta delete redo,1539197158665
858,,,,,,,,,,,,0,0,0,Kiley sent picture inside car I confused driving car,1539197158665
859,BTS,PCAs,,TheGroup,,,,,,,,0,0,0,Anyway vote BTS PCAs TheGroup,1539197158661
860,,,,,,,,,,,,0,0,0,Just tried first time And Lord I believer,1539197158663
861,,,,,,,,,,,,0,0,0,This one disgusting displays ever seen TV This beyond pale even nonexistent standar,1539197158662
862,,,,,,,,,,,,0,0,0,If things gets much could always reach friend relative It s okay feel whatever re feeling i,1539197158657
863,,,,,,,,,,,,0,0,0,need protect costs,1539197158663
864,,,,,,,,,,,,0,0,0,Last night Kanye West called token negro dumb negro I want guys imagine words,1539197158659
865,,,,,,,,,,,,0,0,0,Fuck Lying sack shit,1539197158660
866,virtualreality,vr,,,,,,,,,,0,0,0,The latest metaverse musings Thanks virtualreality vr,1539197158663
867,,,,,,,,,,,,0,0,0,Red Dead couple weeks,1539197158660
868,,,,,,,,,,,,0,0,0,Watching whole thing one best decisions I ever made,1539197158665
869,,,,,,,,,,,,0,0,0,it sound like,1539197158666
870,NotAlone,,,,,,,,,,,0,0,0,stressful week NotAlone really helping right thank creating thi,1539197157665
871,,,,,,,,,,,,0,0,0,Focus ignore rest,1539197159657
872,,,,,,,,,,,,0,0,0,I need know car yall amp gas yall get fill,1539197159664
873,,,,,,,,,,,,0,0,0,In awkward situations pretend text,1539197159659
874,,,,,,,,,,,,0,0,0,Probably November time I def got ta come back get stuff,1539197159663
875,,,,,,,,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539197159657
876,,,,,,,,,,,,0,0,0,Big dogs absolute best Whether want running companion big ol couch buddy s much love,1539197159664
877,Michael,,,,,,,,,,,0,0,0,Michael records Strongest hurricane ever strike Florida panhandle Strongest landfalling US hurricane month of,1539197159666
878,ukedchat,,,,,,,,,,,0,0,0,Never written article Full teaching ideas Perfect Submit ideas ukedchat,1539197159666
879,,,,,,,,,,,,0,0,0,The left worst nightmare They nt realise create people th,1539197159662
880,,,,,,,,,,,,0,0,0,We broke lol,1539197159657
881,,,,,,,,,,,,0,0,0,Earlier today drummer swallowed fly He immediately dropped spiders birds cats dogs horses f,1539197159663
