,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
137,,,,,,,,0,0,0,I ll never ashamed fact I see therapist I love telling people I see therapist makes seem well adjusted,1539204489658
138,,,,,,,,0,0,0,Join host Democratic senators gun violence prevention organizations help,1539204489659
139,,,,,,,,0,0,0,nah I meaning every word g,1539204489657
140,,,,,,,,0,0,0,good morning women constantly desired never loved way love,1539204490663
141,,,,,,,,0,0,0,Uh just driver who looks away gt lt,1539204490663
143,TeamSupport,,,,,,,0,0,0,TeamSupport cant kill shit dead help support,1539204490662
144,mnvotes,carevoter,,,,,,0,0,0,We winning election one conversation time Thank fantastic volunteers mnvotes carevoter,1539204490662
145,,,,,,,,0,0,0,Our Lou Fusz StudentAthletes Month Holt Kylee Orick Cheer Tommy Neveau WSD,1539204490661
146,,,,,,,,0,0,0,You got girl,1539204490659
147,Mexico,Florida,,,,,,0,0,0,A whole house ripped apart Mexico Beach Florida Here video parts home washing properties,1539204490662
148,,,,,,,,0,0,0,Real science How cool,1539204490657
149,,,,,,,,0,0,0,expensive I bought cents expensive I bought e,1539204490661
150,,,,,,,,0,0,0,CAN see SMILES even centimetres aPA,1539204490657
151,,,,,,,,0,0,0,My car broke tow truck drove right next brother I cool black guy driving it,1539204490661
153,,,,,,,,0,0,0,Omg Try guys much fun sa shoot u,1539204490661
154,,,,,,,,0,0,0,This make Cali rap look worse,1539204490663
155,,,,,,,,0,0,0,And really believe aliens,1539204490661
156,NowPlaying,TranceFamily,Trance,,,,,0,0,0,NowPlaying TranceFamily Trance Jak Aggas amp Victoria Shersick Fly Away Allen Watts Remix htt,1539204491658
157,,,,,,,,0,0,0,therapy expensive time commitment emotionally draining rapidly bouncing leg free actuall,1539204491664
158,BookBloggerlife,,,,,,,0,0,0,types books book obsessed people deal BookBloggerlife,1539204491660
159,,,,,,,,0,0,0,rt years bad luck,1539204491660
160,,,,,,,,0,0,0,Win Google Pixel Pixel XL Android Central,1539204491662
161,BTSWorldTour,BTSxLondon,,,,,,0,0,0,dancing BST seat BTSWorldTour BTSxLondon,1539204491658
162,,,,,,,,0,0,0,I usually post insect month office coworkers LOVED bit compound common names entomo,1539204491666
163,,,,,,,,0,0,0,Introducing new Capcom collection Exclusive Dino Crisis Demon Crest Bionic Commando tshirt designs w,1539204491658
165,,,,,,,,0,0,0,Super Frankie Lampard describing footballer LOL,1539204491663
166,mamsoothersundays,WIN,,,,,,0,0,0,It s mamsoothersundays enter LIKE amp WIN pack MAM Soothers lucky winners retweeted Competition en,1539204491662
167,BOYFUKYOU,,,,,,,0,0,0,OOMF MAD AT ME CAUSE I AINT WAN NA GIVE HIM HEAD BOYFUKYOU,1539204492660
168,,,,,,,,0,0,0,Guess But I guess guys nt care long term lol,1539204492664
169,,,,,,,,0,0,0,You messed You trouble But worry logical positivism help via I luv stuff,1539204492657
170,,,,,,,,0,0,0,Joe Biden giving Liberty Award George W Bush severely eroded civil liberties countless fronts o,1539204492658
171,,,,,,,,0,0,0,Ye man expensive doo,1539204492657
172,,,,,,,,0,0,0,It enough The bus insured Families exposed His assets seized process referred MAR,1539204492662
173,,,,,,,,0,0,0,nt gone mine years either cw food re like comfort food,1539204492659
174,,,,,,,,0,0,0,Can wait swag,1539204492665
175,,,,,,,,0,0,0,This week s indie pick Wandersong colorful musical adventure game world like dying dont,1539204492657
176,,,,,,,,0,0,0,First video landfall point Mexico Beach good Widespread flooding catastrophic damage Cre,1539204492662
177,,,,,,,,0,0,0,I afraid rigging things Texas lost thousands young people registration just,1539204492658
178,,,,,,,,0,0,0,This type meal got ta shower eat done go straight sleep,1539204492661
179,HurricaneMichael,,,,,,,0,0,0,HurricaneMichael continues move inland remains major hurricane An extreme wind warning effect port,1539204492666
180,,,,,,,,0,0,0,feels like little monster,1539204493657
181,,,,,,,,0,0,0,Democrat tells made politically perilous decision decided vote Kavanaugh aft,1539204493657
183,,,,,,,,0,0,0,Son Of Limo Company Owner Arrested Accused Of Homicide After Deadly Crash,1539204493659
184,,,,,,,,0,0,0,When Kevin Gates said You got ta tell hurt know hurt To lose somebody really love amp dead,1539204493666
186,,,,,,,,0,0,0,petty picture choice,1539204493663
187,,,,,,,,0,0,0,Thanks making worse,1539204493666
188,,,,,,,,0,0,0,The turtle died Lol friends,1539204493665
189,,,,,,,,0,0,0,There tweet everything,1539204493661
190,,,,,,,,0,0,0,So really TL We really,1539204493664
191,,,,,,,,0,0,0,Can wait get back field,1539204493659
192,,,,,,,,0,0,0,Acting like shit ai nt bothering lowkey fucking,1539204494666
193,,,,,,,,0,0,0,Fewer Than Corporations Are Responsible For Of The World Emissions via,1539204494663
195,,,,,,,,0,0,0,Mood I good stink fun lasted tho,1539204494664
196,,,,,,,,0,0,0,Lol loved tone deaf next caller,1539204494664
197,,,,,,,,0,0,0,JUST IN Chief Justice Roberts transferred complaints nowJustice Kavanaugh th Circuit,1539204494658
198,,,,,,,,0,0,0,Idk armys know PCAs prestigious award It one fave award shows cuz nominate different categories,1539204494663
199,Hoosier,,,,,,,0,0,0,The leadership idea Hoosier values ladies gentlemen First investigated groping a,1539204494664
200,,,,,,,,0,0,0,VERY hard pill swallow getting message also getting message,1539204495660
201,,,,,,,,0,0,0,ion even catch feelings nomo b lien amp txting,1539204495657
202,,,,,,,,0,0,0,sometimes I actually hate big heart yo,1539204495662
203,,,,,,,,0,0,0,I know I said I uploading upload failed end I try upload tomorrow Sorry delay,1539204495662
204,,,,,,,,0,0,0,This BITCH needs LOCKED UP many BOOKS recount crimes APPALLING And yet she,1539204495664
205,,,,,,,,0,0,0,How many tweet Two Friends Mashup Pack,1539204495662
206,,,,,,,,0,0,0,If religions going discriminate kids I m going discrimate religions Start paying tax,1539204495657
207,,,,,,,,0,0,0,sorry loss m,1539204495658
208,,,,,,,,0,0,0,Happiness choice You choose happy There going stress life choice whether yo,1539204495666
209,,,,,,,,0,0,0,I think Democrats use identity politics keep people line I sat come bla,1539204495665
210,,,,,,,,0,0,0,US stocks suffer worst day eight months,1539204495659
211,,,,,,,,0,0,0,ARMY please remember support BTS radio Shazaming ANYWHERE IN THE WORLD It s in,1539204495659
212,Font,Logo,Design,,,,,0,0,0,Choose Best Font Logo Design,1539204495663
213,,,,,,,,0,0,0,Ah got thank Agree everything said would also generally improve customer experi,1539204495657
214,,,,,,,,0,0,0,Twinkle twinkle little star I passenger seat car,1539204496658
215,,,,,,,,0,0,0,Chaussettes clim best match actuellement,1539204496662
217,,,,,,,,0,0,0,Liam Neeson walks onto set horse,1539204496663
218,,,,,,,,0,0,0,R amp Beeeeeeeeeeeeeeeeeeef,1539204496657
219,BTS,,,,,,,0,0,0,Let trend WorldWidePengTing am KST honour last day BTS UK BTS,1539204496661
220,,,,,,,,0,0,0,Disaster capitalism wake climate disasters allowed become norm,1539204496660
221,,,,,,,,0,0,0,This close home Six years ago mum diagnosed rare disease called Tropical Spastic Paraperesis the,1539204496659
222,,,,,,,,0,0,0,You wanted bother,1539204496662
223,,,,,,,,0,0,0,If mainstream media recognizes play sort people lone wolves instead repr,1539204496666
224,WorldMentalHealthDay,,,,,,,0,0,0,M E N T A L H E A L T H M A T T E R S E V E R Y D A Y N O T J U S T O N WorldMentalHealthDay,1539204496662
225,,,,,,,,0,0,0,s stretch Mojo s design years actual comic shows s villain,1539204496665
226,BTSxLondon,BTSLYTour,,,,,,0,0,0,Love interviews ARMYs From O Arena London By Reuters BTSxLondon BTSLYTour,1539204496658
227,,,,,,,,0,0,0,You re family Will,1539204496662
228,,,,,,,,0,0,0,UGH I CAN T WAIT TO HAVE KIDS,1539204496657
230,GoBucs,,,,,,,0,0,0,GoBucs Wed Injury Report DT Beau Allen Foot CB Carlton Davis Groin OT Demar Dotson Knee CB Marcus Williams Hamstr,1539204497658
232,,,,,,,,0,0,0,THE CHILLER TRAP TEMPLE RUN OBSTACLE COURSE CHALLENGE IN FONITE PLAYGROUNDS,1539204497661
233,,,,,,,,0,0,0,Thank much Mrs Grejda remembering pumpkin patch today,1539204497657
234,,,,,,,,0,0,0,CAN see SMILES even centimetres aPA,1539204497666
235,,,,,,,,0,0,0,Jungkook dancing attending choreography chair adorable thing I ever seen life please,1539204497658
236,,,,,,,,0,0,0,damn nigga said,1539204497663
237,,,,,,,,0,0,0,Papa Roach x Scars still banger,1539204497660
238,,,,,,,,0,0,0,LadiES pls appreciate ur men,1539204497663
239,,,,,,,,0,0,0,You pragmatic compromise Brexit anything keeps UK EU structures w,1539204497659
240,,,,,,,,0,0,0,Take care nt ignore mental health Sometimes ok ok ok ask help ok,1539204497662
241,,,,,,,,0,0,0,An unbelievably damaged psychotic prone corrupt financier I used chat coffee Mo,1539204497657
242,,,,,,,,0,0,0,Story life If think re waxworks ought pay know Contrariwise think re aliv,1539204497661
243,,,,,,,,0,0,0,getting mad hair different type mad,1539204497657
244,,,,,,,,0,0,0,I took one glance burst laughing That s something d expecr see like ever,1539204497660
245,SCOTUS,,,,,,,0,0,0,NEW Justice Brett Kavanaugh confirmed SCOTUS ethics complaints filed nt gone away per,1539204497658
246,AHappyNigerian,,,,,,,0,0,0,Raise hand re unemployed knows may helped one TL AHappyNigerian,1539204497660
247,,,,,,,,0,0,0,Wow Talk cutting legs u,1539204497666
248,,,,,,,,0,0,0,Top TGIRL Jonelle Brook SMILE,1539204498658
249,,,,,,,,0,0,0,seconds giveaway RaNdOm FoRtNiTe AcCoUnT Follow Me Retwee,1539204498663
250,,,,,,,,0,0,0,Good morning everyone let s get bread,1539204498666
251,,,,,,,,0,0,0,Youare His Gods,1539204498658
252,,,,,,,,0,0,0,The top know helpful,1539204498665
253,job,Finance,GrandRapids,Hiring,CareerArc,,,0,0,0,Can recommend anyone job Lead FP amp A Operations Analyst Finance GrandRapids MI Hiring CareerArc,1539204498659
254,,,,,,,,0,0,0,im lit crying home feel alone ngl want dog bc dogs actually u dhdhdh,1539204498659
255,,,,,,,,0,0,0,irdk problem year like excitement AT ALL,1539204498657
256,,,,,,,,0,0,0,Y please put baby oil vagina,1539204498662
257,,,,,,,,0,0,0,Understand I matching energy days So I whatever,1539204498666
258,,,,,,,,0,0,0,So ya Blood Dead trailer literally best trailer ever disagree I respect opinion,1539204498666
259,,,,,,,,0,0,0,Exclusive backstage Saturday night talks Heavyweight Nkosi Solomon shock debut def,1539204498662
260,inktober,TheWitchesOfEastwick,,,,,,0,0,0,inktober day TheWitchesOfEastwick What ever,1539204498666
261,,,,,,,,0,0,0,Today mental health awareness day I feel like people aware mental illnesses Many people h,1539204498659
262,,,,,,,,0,0,0,TIL Japanese occupation Philippines s American named Claire Phillips ran Manila,1539204498663
263,,,,,,,,0,0,0,Goan research man Some lazy abti American University yola Intels,1539204498660
264,,,,,,,,0,0,0,Levels Migos skill character authenticity experience Aura If gon na talk greatest groups cant e,1539204498664
267,,,,,,,,0,0,0,Christine Ford kicked curb Democrats like DACA kids amp Florida students If c,1539204499662
268,WorldMentalHealthDay,,,,,,,0,0,0,WorldMentalHealthDay Take care guys x,1539204499661
270,projectrugbyfestival,,,,,,,0,0,0,projectrugbyfestival happening Allianz Park Not late come check,1539204499661
271,,,,,,,,0,0,0,No super stars league decline poor quality squad,1539204499661
272,,,,,,,,0,0,0,Growing engaging right tweeps gained new followers past day courtesy,1539204499665
273,betfortexas,,,,,,,0,0,0,I part I ve volunteering betfortexas year,1539204499657
274,,,,,,,,0,0,0,A simpler time New wave Hip Hop Rocky change game peso,1539204499665
275,,,,,,,,0,0,0,Some distance great cause,1539204499664
276,,,,,,,,0,0,0,MSF says Peter Dutton wrong claim nt contracted treat Nauru refugees,1539204499666
277,,,,,,,,0,0,0,Are today date,1539204499657
278,boxing,,,,,,,0,0,0,Zak Chelli explains stablemate Umar Sadiq targeted boxing,1539204500657
279,,,,,,,,0,0,0,see try give fashion nova another chance every time order something I learned lesson run order,1539204500657
280,,,,,,,,0,0,0,A new report Public Policy Forum recommends Canada pursue trade sector sector China rather swe,1539204500658
281,,,,,,,,0,0,0,As enter th year war Afghanistan let s ask serious questions,1539204500659
282,,,,,,,,0,0,0,promise nobody earth would give edibles away kids free,1539204500663
283,,,,,,,,0,0,0,Tell whatcha waitin,1539204500661
284,LVCruise,LouisVuitton,,,,,,0,0,0,Alicia Vikander LVCruise The Swedish actress wears LouisVuitton Collection new campaign photographed by,1539204500661
285,,,,,,,,0,0,0,Staff say remember three ginormous breed dogs bonded They say i,1539204500659
286,MeToo,,,,,,,0,0,0,Women misusing MeToo settle personal scores wait till karma gets,1539204500659
287,,,,,,,,0,0,0,Do know art It looks really familiar,1539204500665
289,,,,,,,,0,0,0,I bet oxygen CRISP shit,1539204500661
290,FHP,HURRICANEMICHAEL,,,,,,0,0,0,Hundreds FHP Troopers en route Panhandle across Florida help HURRICANEMICHAEL recovery efforts ht,1539204500666
291,Riverdale,,,,,,,0,0,0,ready return Riverdale tonight,1539204500664
292,,,,,,,,0,0,0,I hate try come Sakura She holding,1539204500664
293,BTSinLondon,BTSLoveYourselfTour,,,,,,0,0,0,Baby knows really He taking souls BTSinLondon BTSLoveYourselfTour,1539204500666
294,,,,,,,,0,0,0,HAHA keep Only hurting,1539204500660
295,,,,,,,,0,0,0,unpopular opinion French toast better pancakes waffles,1539204501662
296,,,,,,,,0,0,0,Seeing BTS live probably best thing ever happened These guys changed life I owe much,1539204501658
297,,,,,,,,0,0,0,These beer mats SO needed Suicide leading cause death men killing three times many Brit,1539204501664
298,,,,,,,,0,0,0,I ca nt get,1539204501657
299,,,,,,,,0,0,0,Auntie Do lil dance Momma talkin Childhood Nah tonight Auntie I ll give,1539204501659
300,,,,,,,,0,0,0,A great honor meeting President Clinton SWELL,1539204501658
301,,,,,,,,0,0,0,Home free brave,1539204501662
302,,,,,,,,0,0,0,Have Faith POTUS Fights For You,1539204501661
303,AZsen,BlueWaveMyAss,,,,,,0,0,0,AZsen BlueWaveMyAss Arizona Senate McSally surges sixpoint lead Democrat Sinema,1539204501662
304,,,,,,,,0,0,0,This powerful thing I ever seen life lot things list things mother tells,1539204501661
305,,,,,,,,0,0,0,way jimin turned jk chair around make face crowd comfort make see love support him,1539204501661
306,,,,,,,,0,0,0,America plenty great Trump great s impeached Just finished watching Unbroken,1539204501665
307,,,,,,,,0,0,0,Duh bitch aint fuckin air water,1539204501665
308,,,,,,,,0,0,0,Unreal Hillary literally saying call Soros paid violent mobs UNTIL elected Blackmailin,1539204501662
309,,,,,,,,0,0,0,spider going bathroom like right,1539204501666
310,,,,,,,,0,0,0,Cough cough climate change cough,1539204501662
311,WomanLikeMe,,,,,,,0,0,0,WomanLikeMe featuring THIS FRIDAY October th need drop single SAME TIME wo,1539204501664
312,,,,,,,,0,0,0,So saying hungry like wolf,1539204501659
313,,,,,,,,0,0,0,Gruesome Ohio road rage fight ends man shooting victim toddler kids sat in,1539204501662
314,,,,,,,,0,0,0,Never seen better man coverage,1539204502659
315,,,,,,,,0,0,0,Last night reported aware Trump campaign FBI investigation T,1539204502664
316,BTSWorldTour,BTSxLondon,,,,,,0,0,0,WHY ARE THEY BEING SO CUTE BTSWorldTour BTSxLondon,1539204502663
317,,,,,,,,0,0,0,Attorney General Jeff Sessions immediately order new investigation Hillary Clinton email scandal,1539204502661
318,,,,,,,,0,0,0,VAMPIRES SMACKS NECK COME GET YALL JUICE,1539204502664
319,,,,,,,,0,0,0,I really TIRED people sleeping Jacob The sweetest person talented actually appreciates interacts fans,1539204502665
320,,,,,,,,0,0,0,BTS first kpop boy band group held concert Rajamangala National Stadium Bangkok biggest,1539204502658
321,,,,,,,,0,0,0,Just beating UM football sweeping UM BB meetings choice would probably win,1539204502664
323,,,,,,,,0,0,0,Twitter dropping s followers Please please try stay connected The closer MidTerms tri,1539204502666
324,,,,,,,,0,0,0,Loving friendship guys another muckbang idk write future,1539204502666
325,,,,,,,,0,0,0,I also think looks though nothing really taken place shows gradually disap,1539204502662
326,,,,,,,,0,0,0,New day new tweets new stats follower unfollowers Via good old,1539204502666
327,,,,,,,,0,0,0,I love friends family anything,1539204502660
