,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,entities.hashtags.7.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
81,,,,,,,,,0,0,0,Let s All Agree Nobody Can TOP This photoshoot,1539200405659
82,implications,hungry,unfinishedbusiness,,,,,,0,0,0,win Amarillo Tascosa put us first place district implications hungry unfinishedbusiness,1539200405658
83,,,,,,,,,0,0,0,This massive piece spin There new minister Just existing minister added title And n,1539200405661
84,,,,,,,,,0,0,0,I think I like permanently tired,1539200405660
85,,,,,,,,,0,0,0,So really pretending Nazis didnt kill Heather Hayer Or race war seeking white supremacist didnt kill Black ppl ch,1539200405665
86,,,,,,,,,0,0,0,I love Elijah Mikaelson,1539200405665
88,,,,,,,,,0,0,0,Not really Because re caught false realities amp ideals,1539200405664
89,,,,,,,,,0,0,0,This dachshund weighed pounds rescued look,1539200405665
90,,,,,,,,,0,0,0,makes great dudes back,1539200403665
91,,,,,,,,,0,0,0,Whatever Jimmy Butler breakfast morning I eating double order first game year Walton,1539200403660
92,,,,,,,,,0,0,0,What breed dog,1539200406659
93,,,,,,,,,0,0,0,ICYMI I m tenured deeply qualified New York City teacher see disability At least students know,1539200406657
94,,,,,,,,,0,0,0,What tape bus,1539200406666
95,MONSTA_X,몬스타엑스,ARE_YOU_THERE,INSIDE_PHOTO,형원,아이엠,HYUNGWON,IM,0,0,0,MONSTAX THE ND ALBUM TAKE lt AREYOUTHERE gt INSIDEPHOTO HYUNGWON IM MO,1539200406665
96,,,,,,,,,0,0,0,These Private school owners need called order Parents paying huge amount ins,1539200406659
97,,,,,,,,,0,0,0,WIN gift pack York Gin miniatures Classic Cocoa amp Roman Fruit To enter Follow us Like post Our gift,1539200406662
98,,,,,,,,,0,0,0,Money saves imma thing,1539200406665
99,,,,,,,,,0,0,0,I MY QUEEN ATLANNA,1539200406657
100,,,,,,,,,0,0,0,Would still support team even got relegated divisions lost best players Yes Like,1539200407663
101,,,,,,,,,0,0,0,IDEA memories instead Snapchat Spotify On day years ago listened I fall apart Post Malon,1539200407658
103,,,,,,,,,0,0,0,Can confirm Sid loves pupperoni pizza,1539200407662
104,,,,,,,,,0,0,0,It officially hurricane The shark arrived,1539200407658
105,,,,,,,,,0,0,0,This man used time national stage speak abuse women abuse women hi,1539200407657
106,LIVIN_IT_UP,MONSTA_X_WORLDTOUR_IN_JAPAN,MONSTA_X,,,,,,0,0,0,Japan Tour PREVIEW LIVINITUP HD amp Fulllength Youtube later MONSTAXWORLDTOURINJAPAN MONSTAX,1539200407666
107,,,,,,,,,0,0,0,I definitely make another karina greedy selfish joke nt sure peopl,1539200407658
108,Finalev26,musictech,,,,,,,0,0,0,The wait The new Finale Version available Finalev musictech,1539200407662
109,,,,,,,,,0,0,0,see favorite songs,1539200407661
110,,,,,,,,,0,0,0,So dont look women s agenda Got Identity politics welcomed commie countries america So,1539200407661
111,,,,,,,,,0,0,0,White girls porn,1539200407658
112,,,,,,,,,0,0,0,It s much better ca nt say bad things boys They unpro,1539200408657
113,,,,,,,,,0,0,0,I miserable chill everything HAD stay could see sea otters even,1539200408661
114,,,,,,,,,0,0,0,I absolutely love fact people hate Brummie accent It s like really shit super power All I do,1539200408657
115,,,,,,,,,0,0,0,Hi abouts paddock,1539200408659
116,,,,,,,,,0,0,0,Has President Museveni overstayed welcome Bobi Wine Is question answer He ov,1539200408660
117,,,,,,,,,0,0,0,People allergic peanuts I kill People allergic gluten I wreck my,1539200408664
120,,,,,,,,,0,0,0,Invasion Hightech drug tunnel rail line found USMexico border reaches feet California,1539200408664
121,,,,,,,,,0,0,0,This sweet TT TT,1539200408666
122,,,,,,,,,0,0,0,Report Jimmy Butler Practiced Timberwolves Yelled Teammates GM Bleacher Report Come Thibs is,1539200408665
123,NowPlaying,,,,,,,,0,0,0,NowPlaying Israel Houghton I Will Worship Tune In,1539200409662
124,,,,,,,,,0,0,0,Had peas main mind,1539200409659
125,,,,,,,,,0,0,0,I ever think sometimes Barack Obama could NEVER ever flown around country wld wanted,1539200409658
126,,,,,,,,,0,0,0,I like affection Love meeee Physically verbally mentally SPIRITUALLY,1539200409665
127,,,,,,,,,0,0,0,Chuck Katya Elise side dish I ll die happy man,1539200409661
128,,,,,,,,,0,0,0,I always feeling like talking anyone,1539200409661
129,,,,,,,,,0,0,0,I stanned Kai Beyblade really hard middle school like embarrassingly hard I m pretty sure of,1539200409660
130,,,,,,,,,0,0,0,Drew Brees already one NFL s best QBs time real question whether s top five,1539200409658
131,,,,,,,,,0,0,0,Me otw target minute drop Christmas decorations,1539200409663
132,,,,,,,,,0,0,0,Hey let play Titanic You ocean I go,1539200409660
133,,,,,,,,,0,0,0,The important story world right UN report showing expect catastrophic consequences wit,1539200409660
134,,,,,,,,,0,0,0,Need I say anything,1539200410662
135,,,,,,,,,0,0,0,I need week recover,1539200410665
136,ELDAYGER,CSUN,,,,,,,0,0,0,ELDAYGER OCT TH CSUN We bringing pool party Hope like get wet Ladies free wRSVP,1539200410658
137,,,,,,,,,0,0,0,This sounds like classic growth clean environmental economics late th century Erik t,1539200410658
138,,,,,,,,,0,0,0,You Love That Dick guts Its special type Man motivate pussyboy give Him everything Span,1539200410664
140,hurricane,HurricaneMichael,HuracanMichael,,,,,,0,0,0,mph hurricane winds Panama City HurricaneMichael Mexico Beach HuracanMichael,1539200410662
141,,,,,,,,,0,0,0,TeensLoveHugeCocks Addison Lee Flexible Cammer Craves Cock,1539200410658
142,,,,,,,,,0,0,0,Truck Driver Jobs Kainat Manpower Qatar Oct,1539200410658
143,,,,,,,,,0,0,0,Deleted last tweet I jerk m I apologize,1539200410663
144,,,,,,,,,0,0,0,Okay avacado taste like look like taste like chalk mixed w boogers,1539200410661
145,,,,,,,,,0,0,0,Soundin like Bassnectar,1539200410662
146,,,,,,,,,0,0,0,Honestly Hurns probably would nt mind released still thinks s capable putting numbers It s going to,1539200410664
147,,,,,,,,,0,0,0,yooooo love already jeez,1539200410661
148,technicaldebt,,,,,,,,0,0,0,What top business impacts technicaldebt may surprise,1539200410663
149,Austin,Construction,Job,Jobs,Hiring,CareerArc,,,0,0,0,Want work Austin TX View latest opening Construction Job Jobs Hiring CareerArc,1539200411660
150,,,,,,,,,0,0,0,Taunton versus St Albans Soccer Live Stream FA Cup Qualification Oct On The Internet BlueRay Quality,1539200411660
151,,,,,,,,,0,0,0,Apparently twitter set special algorithm BTS otherwise would trending wow amazing,1539200411662
153,,,,,,,,,0,0,0,Kidsgrove Athletic versus Workington Soccer Live Stream FA Cup Qualification Oct On The Internet BlueRay Q,1539200411666
154,,,,,,,,,0,0,0,CDJU Gualeguaychu vs Def Pronunciamiento Soccer Live Stream Torneo Federal A Oct HD Webcast p,1539200411660
155,,,,,,,,,0,0,0,Austin Roofing Company Roof Replacement amp Roof Repair Austin TX,1539200411661
156,,,,,,,,,0,0,0,Got ta come back something organic Or come back something else,1539200411664
157,,,,,,,,,0,0,0,Taunton versus St Albans Soccer Live Stream FA Cup Qualification Oct On The Net BlueRay Quality,1539200411660
158,,,,,,,,,0,0,0,If Bloomberg wanted actually help d run Trump competitive Republican primary,1539200411659
159,,,,,,,,,0,0,0,enter win autographed baseball Rules,1539200411662
160,snapchat,nsfw,pussy,,,,,,0,0,0,Join snap see snapchat nsfw pussy,1539200411662
161,,,,,,,,,0,0,0,It UTC nowCurrent UTC,1539200411662
162,,,,,,,,,0,0,0,I quoting one gives damn wife kids And answered m,1539200411660
163,,,,,,,,,0,0,0,This greatest Stan Lee cameo ever anyone disagrees indenial,1539200412659
164,,,,,,,,,0,0,0,Their son forced endure multiple court appearances detention juvenile facility detention home lo,1539200412660
165,,,,,,,,,0,0,0,Delanie injury Rishard leaving unfortunate Jonnu step,1539200412661
166,scifi,sciencefiction,,,,,,,0,0,0,scifi prose author Kneel Downe The Indie Book Butler sciencefiction,1539200412663
167,,,,,,,,,0,0,0,I thought headline Michael Cane violent probably need sleep,1539200412659
168,,,,,,,,,0,0,0,Why afraid letting people vote,1539200412657
169,,,,,,,,,0,0,0,Namjoon went jungkook rapped verse bc sitting I NOT crying,1539200412661
170,,,,,,,,,0,0,0,fact men threatening document interactions women even stop interacting women altogether to,1539200412657
171,,,,,,,,,0,0,0,love bucketheaded hoes wayyyy,1539200412658
172,,,,,,,,,0,0,0,I d go along an,1539200412664
173,,,,,,,,,0,0,0,Our armed forces directed MUSLIM COUNCIL OF BRITAIN I kid,1539200412659
174,,,,,,,,,0,0,0,Y propaganda end abortion nothing help prenatal care anything baby born h,1539200412663
176,,,,,,,,,0,0,0,The Hospital worked Big team involved uzolulama umama,1539200412660
177,,,,,,,,,0,0,0,This means born means today means lik,1539200412662
178,,,,,,,,,0,0,0,Is smear campaign,1539200413660
179,,,,,,,,,0,0,0,FaceTime miss I love shit,1539200413659
180,,,,,,,,,0,0,0,IKR I tolerate,1539200413660
181,,,,,,,,,0,0,0,mental health may invisible real nt struggle silence make sure reach ones,1539200413660
182,,,,,,,,,0,0,0,Had great afternoon friends missus The and Gin additional comment helped get wife along one tin,1539200413661
183,,,,,,,,,0,0,0,Tiny white thong,1539200413659
184,,,,,,,,,0,0,0,Don assume tweets you feeling type way re obviously guilty of,1539200413659
186,,,,,,,,,0,0,0,Don act like u scared lose u move like I mean shit,1539200413657
187,,,,,,,,,0,0,0,When explaining story sounds like fault,1539200413660
188,chardonnay,Harvest18,,,,,,,0,0,0,Picking processing Chardonnay clone sparkling base wine today chardonnay Harvest WineGardenofEngl,1539200413657
189,PasoALaRepública,,,,,,,,0,0,0,Related see PasoALaRepblica,1539200413664
190,,,,,,,,,0,0,0,Please nt lose shit joke u genuinely feel like shit mans u got ta take care and,1539200413658
191,,,,,,,,,0,0,0,I know last time called school hurricane giant bust time actually know coming st,1539200413666
192,,,,,,,,,0,0,0,somebody said turn phone upside looks like bowling I lost lmfaoooo,1539200413664
194,,,,,,,,,0,0,0,The tragedy US military could really fucking good wanted,1539200414664
195,,,,,,,,,0,0,0,Funny u mention TO,1539200414664
196,,,,,,,,,0,0,0,Never heard truer words spoken,1539200414659
197,,,,,,,,,0,0,0,Follow everyone Likes,1539200414661
199,,,,,,,,,0,0,0,David Spade plays Joe Dirt Joe Dirt movie despite David Spade real life,1539200414662
200,,,,,,,,,0,0,0,Better cast real fucking alien swear god,1539200414666
201,,,,,,,,,0,0,0,Update The JHU AIChE Chapter changed date first event semester October th previ,1539200414658
203,,,,,,,,,0,0,0,I need Dress me,1539200414660
204,,,,,,,,,0,0,0,Another attempt left smear General Flynn keep collusion narrative going There absolutely nothing her,1539200414664
205,BTSxLondon,BTSinLondon,,,,,,,0,0,0,WAIT FOR IT BTSxLondon BTSinLondon,1539200415661
206,,,,,,,,,0,0,0,Jungkookie hope feeling better Take care,1539200415660
207,,,,,,,,,0,0,0,Breaking Jon Jones vs Alexander Gustafsson set UFC Dec Las Vegas More,1539200415663
208,,,,,,,,,0,0,0,Liberal billionaires keep wasting tryin take guns Ain happenin Liberal billionaires giving hundred,1539200415659
209,,,,,,,,,0,0,0,BAM BAM BAM Its Gain Time Gain Simply Retweet You ONLINE amp want Gain Free Active Followers,1539200415658
210,,,,,,,,,0,0,0,Can I watch anime,1539200415657
211,MPN,ArianaGrande,,,,,,,0,0,0,MonSheree MPN ArianaGrande,1539200415659
212,,,,,,,,,0,0,0,hannah baker mom found tub,1539200415662
213,,,,,,,,,0,0,0,psst Your vote matters Republicans enemy Apathy enemy Despair enemy Imagine al,1539200415663
215,,,,,,,,,0,0,0,Violence murder lynching Bomb weapons unauthorized kept BJP office Kerala,1539200415660
216,,,,,,,,,0,0,0,jung hoseok dances raps sings jumps AND hypes crowd WITH THAT LEVEL OF STABILITY MY KING,1539200415662
217,,,,,,,,,0,0,0,I identify dude fuck I ca nt take Strong women always crying ass vindictive ass whin,1539200415664
218,,,,,,,,,0,0,0,For Next time think Drinking Driving cool,1539200415662
219,,,,,,,,,0,0,0,I AM MIND FUK I AM STONED JOHN JJESUS OOPHIUCUS TH SIGN HHUMAN NNOW YOU KNOW John,1539200415663
220,,,,,,,,,0,0,0,BYE AS FUCK NO ONE LOVES ME IM DEAD,1539200416659
222,,,,,,,,,0,0,0,Becoming literate ways one society essential one become firstclass citizen th,1539200416665
223,,,,,,,,,0,0,0,ladies vote November th start fuckin somebody,1539200416658
224,,,,,,,,,0,0,0,LMFAOOO whoever added K Michelle voice Meek Mill falling fool bruh,1539200416662
226,,,,,,,,,0,0,0,Use coupons additional savings tungsten rings wedding bands Tungsten Affinity,1539200416664
227,,,,,,,,,0,0,0,Cool Ca nt wait,1539200417665
228,,,,,,,,,0,0,0,Shawn via IG stories Who going see Shawn Jingle Ball Oct,1539200417666
229,straightfromthehorsesmouth,mentalhealthawarenessday,,,,,,,0,0,0,straightfromthehorsesmouth mentalhealthawarenessday Want,1539200417663
230,,,,,,,,,0,0,0,All done fingers crossed,1539200417658
232,,,,,,,,,0,0,0,What exactly Derek Carr good,1539200417666
233,,,,,,,,,0,0,0,I unfriend unfamily somebody quick ask ex cousin,1539200417664
234,,,,,,,,,0,0,0,Me I got ta cut back weed eat healthy Also,1539200417662
235,,,,,,,,,0,0,0,aint give option,1539200417665
236,,,,,,,,,0,0,0,jimin zooming boop,1539200417657
237,,,,,,,,,0,0,0,CATASTROPHIC DAMAGE Houses almost completely underwater Mexico Beach FL The thing visible roofs PrayFo,1539200417657
238,,,,,,,,,0,0,0,I argue harrowing accounts harassment seven women especially government,1539200417665
239,,,,,,,,,0,0,0,kencell gt celtel gt zain gt airtel,1539200417666
240,,,,,,,,,0,0,0,Lol def vibe,1539200417664
241,,,,,,,,,0,0,0,Nigeria Air Was Open Stealing The companies Hadi Sirika mentioned partners Nigeria Air project denied any,1539200417657
242,WorldMentalHealthDay,BTSLoveMyself,ENDviolence,,,,,,0,0,0,An important reminder young people around WorldMentalHealthDay BTSLoveMyself ENDviolence,1539200417662
243,,,,,,,,,0,0,0,friends feel like put parents hell maintain image im rich th,1539200417662
244,,,,,,,,,0,0,0,This Cocaine secondary school Interhouse sports,1539200417661
245,,,,,,,,,0,0,0,Guy got called madarchod saying aap aap instead week,1539200417660
246,,,,,,,,,0,0,0,We got less years fix planet else dead dead,1539200418666
248,,,,,,,,,0,0,0,Pls help oh one corper friend working Help us share Travel opens heart broadens mind,1539200418666
249,,,,,,,,,0,0,0,Out right MYSELF Link In Bio,1539200418661
250,,,,,,,,,0,0,0,oh god s,1539200418659
251,,,,,,,,,0,0,0,Hookup Me porn Blowjob sex Delight xxx older Friends nsfw Art video The Lo,1539200418665
252,,,,,,,,,0,0,0,I forget exact formula memory might accurate basically,1539200418666
253,,,,,,,,,0,0,0,Dont go con cant afford feed Dont go con cant afford feed Dont go a,1539200418657
254,,,,,,,,,0,0,0,amp follow chance win Funko Shop Exclusive Pop Animation TrickorSweet Bear,1539200418662
255,,,,,,,,,0,0,0,Please note categories A winner would picked recommending creative Winne,1539200418665
256,,,,,,,,,0,0,0,jimin ca nt believe namjoon broke bed last night hoseok must wild night yoongi haha ye,1539200418658
257,MPN,KallysMashup,KallysMashupNick,Dally,MaiaReficco,SelenaGomez,Anitters,MaisaSilva,0,0,0,saketh MPN KallysMashup KallysMashupNick Dally MaiaReficco SelenaGomez Anitters MaisaSilva MaisaSilvaIG,1539200418664
258,,,,,,,,,0,0,0,I second Croydon sucks crusty dick least Grimsby coastline,1539200418664
259,JrNTR,,,,,,,,0,0,0,JrNTR Proved He No Telugu Actor Now Back Back BLOCKBUSTERS New KING Tolywood arrived,1539200418663
260,,,,,,,,,0,0,0,Sometimes people convince others bad person excuse you,1539200418658
261,,,,,,,,,0,0,0,I wan na go inhales OUTRO TEAR REMIX FT KENDRICK HYUNGNIM,1539200418662
262,,,,,,,,,0,0,0,Imagine magic carpet instead carpet enormous MoonPie flies work court dat,1539200418662
263,,,,,,,,,0,0,0,We started band baby started band,1539200419657
265,,,,,,,,,0,0,0,Agreed win anything bottled final despite,1539200419657
266,,,,,,,,,0,0,0,Na hiphop Waka come,1539200419658
268,,,,,,,,,0,0,0,Utility bills coming nowhere hitting bank account like,1539200419661
269,,,,,,,,,0,0,0,ca nt make better without right tools friends listen ca nt offer right words,1539200419661
272,,,,,,,,,0,0,0,God please let us win eat words VOTE RED let show elites musicians Hollywood WE t,1539200419666
273,ColourfulCities,JAIPUR,Indian,Rajasthan,,,,,0,0,0,ColourfulCities JAIPUR The capital Indian state Rajasthan simply dream love colourfu,1539200420660
274,,,,,,,,,0,0,0,Also remember never ever late get help You important loved flaws bea,1539200420660
275,,,,,,,,,0,0,0,ryel matching Ryo Akira pretty dope,1539200420666
277,,,,,,,,,0,0,0,Trinity College oldest university Dublin Ireland For info place visit bl,1539200420664
278,JSUHomecoming18,HomecomingSZN,HBCU,,,,,,0,0,0,When Hotspot gets moved cafeteria JSUHomecoming HomecomingSZN HBCU,1539200420660
279,,,,,,,,,0,0,0,m gon hurt feelings,1539200420661
280,,,,,,,,,0,0,0,I liked video v F B BATTLE EP,1539200420661
281,,,,,,,,,0,0,0,It offensive someone I like likes song,1539200420666
282,Trumps,Obama,,,,,,,0,0,0,I m sorry I tweeted s Trumps stock market DOWN points It s DOWN points Thx Obama year Run,1539200420666
285,,,,,,,,,0,0,0,Serags tweets way worse nothing,1539200420662
286,,,,,,,,,0,0,0,If nt stop using word mob Vocabulary Vigilantes surround house kids schools make,1539200420662
287,,,,,,,,,0,0,0,Anyways enlistment isnt anytime soon instead sad keep present work hard make drea,1539200421659
288,,,,,,,,,0,0,0,weatherman Jinki nature reports uplifting comments,1539200421665
289,,,,,,,,,0,0,0,My nigga died amp died em,1539200421662
291,,,,,,,,,0,0,0,They saying Jump beat starters scrimmage rd stringers lmao,1539200421661
292,,,,,,,,,0,0,0,Why feel like,1539200421659
293,,,,,,,,,0,0,0,Ha Now criminals trying say conspiring United States hostile foreign government is,1539200421657
294,,,,,,,,,0,0,0,COMPETITION TIME Cutting alcohol need tasty replacement LIKE SHARE chance win selection,1539200421665
295,,,,,,,,,0,0,0,welcome reputation stadium tour,1539200421657
296,,,,,,,,,0,0,0,Telling girl priority vs treating like priority two completely different things,1539200421662
297,,,,,,,,,0,0,0,Work Loyiso Mkhize,1539200421657
299,,,,,,,,,0,0,0,mile round trip granddaughter plaster tiny cut finger,1539200421663
301,,,,,,,,,0,0,0,The man one want replace fugitive,1539200422659
302,,,,,,,,,0,0,0,ITS SO PRETTY OMG,1539200422662
304,,,,,,,,,0,0,0,For many Fernando Albn total stranger Monday found tragedy mystery surrounding h,1539200422661
306,,,,,,,,,0,0,0,We know Trump dirty knows s going blue wave ll yell China hacked you,1539200422665
308,,,,,,,,,0,0,0,This currently funniest video internet,1539200422662
310,,,,,,,,,0,0,0,Jimmy passing KAT practice,1539200422658
311,,,,,,,,,0,0,0,I bet oxygen CRISP shit,1539200422663
312,,,,,,,,,0,0,0,Terence Crawford amp Jose Benavidez Jr talking trash open workout,1539200422666
313,WorldMentalHealthDay,,,,,,,,0,0,0,Today WorldMentalHealthDay Sometimes things feel okay okay Make sure taking care of,1539200422663
315,,,,,,,,,0,0,0,child smells weed skunk nearby adult smells skunk lmao somebody smoking dank as,1539200422662
317,,,,,,,,,0,0,0,retweet stan Ariana Grande follow everybody retweets tweet follow everybody back follows,1539200423657
318,,,,,,,,,0,0,0,Forget time original tweet going end hours pm BST instead,1539200423658
319,,,,,,,,,0,0,0,Do guys hit Sometimes,1539200423659
321,,,,,,,,,0,0,0,deserves support He fighting good fight every day He would make exceptional senat,1539200423660
322,,,,,,,,,0,0,0,Vote Arizona USA Senate November democratic opponent cozy terrorists promoting and,1539200423663
323,scpol,,,,,,,,0,0,0,Proud support Joe Biden scpol,1539200423661
324,,,,,,,,,0,0,0,Imagine sad enough stalk someone likes tweets hahahahahaha I entertaining,1539200423666
325,,,,,,,,,0,0,0,I committing time theft like MF,1539200423660
326,,,,,,,,,0,0,0,Lmfaooo like wtf,1539200423657
327,,,,,,,,,0,0,0,Two vans today But know,1539200423661
328,,,,,,,,,0,0,0,My nights overthinking days oversleeping yikes,1539200423657
329,,,,,,,,,0,0,0,hour wait pictures tf,1539200423666
330,,,,,,,,,0,0,0,I bored took longer I expected end,1539200423658
332,,,,,,,,,0,0,0,ugh wait squeals lmao gasp cute whatever also frightens smidge,1539200423664
333,AMAs,,,,,,,,0,0,0,The AMAs had decrease viewers year compared viewership They went M last year M,1539200423661
