,entities.hashtags.0.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
285,,0,0,0,ryan ross favorite member exo,1539200540661
286,,0,0,0,Thoughts prayers shit,1539200540661
287,MRESENCE,0,0,0,Dutch firm develops mixed reality motion tracking helmet construction MRESENCE,1539200540662
288,,0,0,0,If u choose one supernatural power would want able poop money,1539200540658
289,,0,0,0,Fox News hosts wield dangerous progun language despite advocating prolife causes,1539200540662
290,,0,0,0,Hi HHB really looking forward insights upcoming roundball season,1539200540665
291,,0,0,0,r u shy bitch I met minutes ago relax,1539200540666
293,,0,0,0,From monster hurricanes raging fires amp record setting snow storms corner country t,1539200540662
294,,0,0,0,Since online shops even offer discounts free shipping bulk orders Buy Beauty Products Online on,1539200540666
295,tcsnycmarathon,0,0,0,days tcsnycmarathon make em count I finally putting miles per week selfies taken ni,1539200540658
296,,0,0,0,That called fishing expedition exactly limited scope applied If inclined t,1539200540664
297,,0,0,0,Another dom sub session U enjoy work socks say thank u plse sir x via,1539200540662
298,nodejsinteractive,0,0,0,Chris nodejsinteractive IBM s involvement nodejs,1539200540657
299,,0,0,0,You go girl I thinking exact thing co hosts laughing,1539200540660
300,,0,0,0,That one example irrational anxiety I travelled side world fe,1539200540661
301,,0,0,0,Why many people bring irrelevant shit past arguments,1539200540664
302,,0,0,0,As living sacrifice God I realize God accomplish anything I FAIL,1539200540665
303,,0,0,0,vid i tag namjoon screaming,1539200540665
304,,0,0,0,I think part show I caught,1539200540658
305,,0,0,0,Wow Hitler big crowds,1539200541663
306,chisolm,0,0,0,chisolm trail cattledrive bronze sculptor robertsummers wacotexas Waco Suspension Bridge,1539200541659
307,GoChoctaws,0,0,0,Congratulations Madeline Campbell named GSC Runner Week GoChoctaws COTM,1539200541660
309,,0,0,0,screaming mind business literally minding miss something,1539200541660
310,,0,0,0,Where We Are Tour On The Road Again Tour,1539200541662
311,,0,0,0,Rdt Did human turned Me,1539200540659
312,,0,0,0,Susan anyone USA Today going answer valid questions posted Twitter today howwhy paper print,1539200541659
313,,0,0,0,This whole minute clip worth watching Kamala Harris grills FBI Director Chris Wray Kavanaugh supplemental ba,1539200541659
314,,0,0,0,I think new dream boat,1539200542661
315,,0,0,0,Never good enough,1539200542660
316,,0,0,0,Matthew This one written I send messenger ahead prepa,1539200542660
317,,0,0,0,Baekhyun turned amp said pink headset rly cute amp asked could wear hence immediately ditched hi,1539200542665
318,,0,0,0,UK girls app funny AF btw Continue keep us entertained Queens,1539200542660
319,,0,0,0,FACE released first completed Misconduct Report Muslim religious leader North Texas The,1539200542662
320,,0,0,0,Sending best wishes England wing ruled rest season wi,1539200542659
321,,0,0,0,Loving short forgetting long,1539200542666
322,,0,0,0,Big Mouth SE made uncomfortable,1539200542665
323,PSAT,0,0,0,Make good choices today PSATNMSQT,1539200542664
324,TheSpotlight,0,0,0,We proud announce joined team sponsors th Annual Bash Benefit TheSpotlight,1539200542658
325,,0,0,0,Did least touch skyy,1539200543662
326,,0,0,0,I nobody s ex please nt claim,1539200543658
327,,0,0,0,how chol be dumb bird be smart science shit gibe blood everything wants kill u probably dissociate,1539200543659
329,,0,0,0,MEN I NEED YOUR HELP Please take minute wellbeing survey aims change way listen men via Artific,1539200543666
330,BestEstateAgents,0,0,0,I explain but Mens TShirt BestEstateAgents PlasticsEngineers Bedfordshire,1539200543664
331,,0,0,0,break ur wrist tomorrow,1539200543663
332,,0,0,0,My dream epic,1539200543663
333,,0,0,0,Dinner next Eiffel Tower,1539200543664
335,job,0,0,0,Join OfficeTeam team See latest job opening Clerical Weston FL Hiring CareerArc,1539200543661
337,,0,0,0,ARMED ROBBERY PHARMACY BEYERS CNR ACACIA STR NOHCLIFF JHB GP PERP SHOT amp KILLED PERP CRITICAL WITH GUNSH,1539200544659
338,,0,0,0,Earthquakes tsunamis tornadoes traditionally Acts God Insurance Forms But climatechange continues coas,1539200544664
341,,0,0,0,See ya Bakery,1539200544663
343,,0,0,0,I CALLED IT,1539200544665
344,,0,0,0,Trynna romantic shit like,1539200544664
346,handmadehour,0,0,0,Bickinghall fictional village Have nt revisited I think I need get paints handmadehour,1539200544665
348,,0,0,0,I come caption enjoy,1539200544666
349,,0,0,0,The Weeknd happy glowing His next album gon na trash,1539200544659
350,,0,0,0,It hell conservatives I work bout time I met thourghal ones,1539200545666
351,,0,0,0,Wow knows looks bad television declined appear side side him,1539200545661
352,sheesh,0,0,0,Until meet homie Rest sheesh nigga,1539200545659
353,,0,0,0,retweet years bad luck,1539200545664
354,,0,0,0,years ago today fighting week food poisoning I resumed workout schedule routine I m,1539200545664
355,,0,0,0,LMAO This made spit coffee,1539200545662
356,,0,0,0,I got today,1539200545660
357,,0,0,0,EVERYTHING IS FUNNY,1539200545657
358,,0,0,0,Breaking News CVS Health Aetna received conditional approval billion merger major consolidation pharmacy,1539200545664
359,,0,0,0,That s normal,1539200545661
360,,0,0,0,I got pretty Pussy,1539200545662
361,,0,0,0,I liked video Things You Probably Did nt Know About Halloween,1539200546665
362,,0,0,0,The largest psychiatric facilities US nt hospitals They re jails New York Chicago amp LA Almost half o,1539200546666
363,,0,0,0,THREAD The UN reported today years stop climate change see catastrophic environmental di,1539200546658
364,,0,0,0,Are today date,1539200546664
365,KevinHart,0,0,0,Vote Kevin Hart retweeting post KevinHart TheComedyAct PCAs,1539200546660
366,,0,0,0,Princess Wang Do want build snowman,1539200546665
367,,0,0,0,Hi everyone The podcast release delayed drop week Fr Harrison twitter priests Pi,1539200546664
368,,0,0,0,My Body Sore Is Working So Slow,1539200546665
369,,0,0,0,I liked video Songs Youve Heard Dont Know Name Of,1539200546664
370,,0,0,0,Aye got instagrams,1539200546665
372,,0,0,0,Drinking coffee amp eating oatmeal like old lady lmao,1539200546659
373,,0,0,0,This newspaper broke Watergate,1539200546665
374,,0,0,0,Someone s overdone Sherbet Dip Dab,1539200546664
375,WCW,0,0,0,Your favorite ginger WCW sets hearts fire makes us tingle She one lovely lass never,1539200546663
376,,0,0,0,Everyone price Uhunye foot bill,1539200546659
377,Yuto,0,0,0,OFFICIAL Fancafe Behind Photo PENTAGON ND ANNIVERSARY SPECIAL PRESENT Yuto,1539200546660
378,,0,0,0,smile hair skin glow english confidence,1539200546666
379,,0,0,0,shownu yesterday I want abs I one pack shownu today,1539200546663
380,IMPORTANTER,0,0,0,Wearing good clothes important wearing good clothes made TailorMushroom IMPOANTER,1539200547663
382,,0,0,0,craving wingstop bad,1539200547659
383,,0,0,0,Is emotionally amp challenging year,1539200547663
384,,0,0,0,Threw away love lettersi thought make feel better,1539200547664
385,,0,0,0,From Sonic The Hedgehog Joke book Ladybird books,1539200547657
386,,0,0,0,This whole minute clip worth watching Kamala Harris grills FBI Director Chris Wray Kavanaugh supplemental ba,1539200547664
387,comic,0,0,0,Better Letterer The Line Width Cheat comic lettering tips blambot For tips,1539200547664
388,,0,0,0,I appreciate luv stop dm n bout I sending lol,1539200547664
389,,0,0,0,Love PG Kennise Etienne love game reminds former current PG,1539200547664
390,,0,0,0,imma real fucking chubby,1539200547658
391,,0,0,0,Bruh dog ate whole damn blunt Lmfaoo,1539200547664
393,,0,0,0,I nt care says No one else either,1539200547660
394,,0,0,0,Nisha managing rare genetic disorder Ichthyosis due skin become scaly amp flaky She aba,1539200547663
395,,0,0,0,Trump administration proposes rules could deny green cards immigrants use Medicaid food stamps housing vouchers a,1539200547662
396,,0,0,0,If US someone historians look back gravedigger American democracy,1539200547658
397,,0,0,0,Sarah Paulson eating sandwich Asylum,1539200547666
398,HurricaneMichael,0,0,0,Another gif HurricaneMichael making landfall today,1539200547657
400,,0,0,0,every time steve smiled infinity war gay mind,1539200548658
401,,0,0,0,Getting Christmas Ready With Pines And Needles,1539200548659
402,,0,0,0,Scotland allowed borrow how debt Ahhhhh Westminster borrowed behalf without consen,1539200548662
403,BADlondon,0,0,0,Shop Now BADlondon only BAD conquers impossible winners Only BAD Gang Sh,1539200548665
404,,0,0,0,Tell fun fact m scared mannequins LIKE FOR REAL,1539200548662
405,,0,0,0,Let say I happiest I could there Jungkook looked eyebrows furrowing,1539200548666
406,,0,0,0,God gay niggas pray,1539200548658
407,,0,0,0,Oh hai Adorable hatching spider tattoo lovely morganja Bill McVey nighmeansnear nighmeansnear nighme,1539200548660
408,,0,0,0,Everything gets better time,1539200548660
410,,0,0,0,Georgia voters secretly purged rolls given notice,1539200548660
411,,0,0,0,These songs Spanish Korean version make want dance every time I listen,1539200548658
412,FightFlu,0,0,0,Eighty percent children died flurelated complications last year vaccinated To FightFlu Dr,1539200549664
415,,0,0,0,wait noticed mouthed army love riding finger heart m sad,1539200549665
416,,0,0,0,believe man fixed racism,1539200549664
417,,0,0,0,antis tries drag bts army defends bts antis omg armpits attacking see s everyone hates fa,1539200549663
