,entities.hashtags.0.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
699,,0,0,0,Throwback Luis Suarez accused David Moyes diving Merseyside derby So Surez scored and,1539200507658
700,,0,0,0,Do somehow feel buy private houses contribute Society When re,1539200507660
701,,0,0,0,California Admits Error That Put NonCitizens Voter Rolls,1539200507659
702,,0,0,0,Just I nt address shit nt mean I nt know Some shit isnt worth energy,1539200507666
704,,0,0,0,We asking public help us locate missing year old Kaitlyn Todd return home school thi,1539200507657
705,,0,0,0,If duck nt come back Milo s friend I swear god,1539200507662
706,,0,0,0,This would dream come true,1539200507662
707,,0,0,0,My belly starting look like Kodak Black,1539200508666
708,,0,0,0,I could sit watch videos Gordon Ramsay dick hours,1539200508659
709,,0,0,0,Couldnt even finish watching todays TNN Sad,1539200508662
710,,0,0,0,shirts like limited edition available think ll,1539200508659
712,,0,0,0,BIG ANNOUNCEMENT Today NEW BOOK Campus Battlefield personal book detailing struggle happe,1539200508663
713,,0,0,0,In luv Sorry,1539200508666
714,,0,0,0,You buy purse Walmart There note inside Chinese prisoner Now via,1539200508661
715,,0,0,0,Thank help I think I switching Alibaba I ca nt keep disapointing people becau,1539200508662
716,,0,0,0,ADD ME ON MS EAST MY IGN IS CODEMEiODY,1539200508659
717,,0,0,0,Yo cold weather better go away I saying,1539200508664
719,,0,0,0,I thought would go hiatus go one one would take years s,1539200508664
720,,0,0,0,I easily go longer,1539200508659
721,,0,0,0,Let s quick Skull Squad giveaway Winner receive equivalent VBucks Paypal Gift Card buy a,1539200508666
722,,0,0,0,Niki needs held accountable,1539200508659
723,,0,0,0,But idea perfection provides reference actions,1539200508664
724,,0,0,0,I examined every inch pictures,1539200508661
725,,0,0,0,Breaking Jon Jones vs Alexander Gustafsson set UFC Dec Las Vegas More,1539200508664
726,,0,0,0,I trynna find decent livestream I find coloured pixels,1539200508658
727,,0,0,0,I CA NT,1539200508661
728,Stormzy,0,0,0,This November Stormzy talking celebrate launch MerkyBooks new book Rise Up,1539200509660
729,,0,0,0,We believe organization may owe people New York City tens millions dollars,1539200509658
730,Subscribe,0,0,0,Good subs make awesome gifts like Subscribe Fans FanClub iWantFanClub,1539200509663
731,,0,0,0,tagged twice kill mounir thanks,1539200509660
732,,0,0,0,cat minho touching,1539200509665
733,,0,0,0,Train shout Patriots Room K,1539200509657
734,,0,0,0,That post nut clarity gon na eat alive,1539200509664
735,cynnyrchlleol,0,0,0,Y bwyd cynnyrchlleol The food localproduce,1539200509660
736,,0,0,0,Just changed legal name Tay Keith,1539200509657
737,PCAs,0,0,0,Retweet PCAs TheGroup BTS,1539200509666
738,,0,0,0,eloquently amp wurgency presents combined impacts ag intensification amp afforestation Hen Harrier amp,1539200509665
739,threelions,0,0,0,Limbering another big day work fly Croatia tomorrow threelions,1539200509657
740,,0,0,0,Yo mines MeganParuta I like dollars,1539200509664
742,,0,0,0,Brian Kemp running GA gov Stacey Abrams black woman Kemp charge elections amp voter registr,1539200510666
743,,0,0,0,We still space Saturday s Workshop Weaving Beginners Create Wall Hanging step step,1539200510663
744,,0,0,0,Can Anyone Hear Me Shout Terrified Climate Scientists Frantically Waving Arms As Passerbys Walk Straight Through Them,1539200510661
745,,0,0,0,Fun fact CNN producer Andrew Carr record saying American people stupid shit Yeah Andrew I thi,1539200510660
746,,0,0,0,anything iont fuck wit,1539200510664
747,,0,0,0,scene ATLANTA funny,1539200510661
748,,0,0,0,This along Peterson insanity two awe inspiring cases gullible apes g,1539200510665
749,martialarts,0,0,0,A little hard see reflection However I found tengu Seward AK martialarts philosophy,1539200510665
750,,0,0,0,Well good news I got new job I looking yes imma start working fucking GREATTTT Also mean,1539200510660
751,,0,0,0,Are looking graphic designer creating flyer poster banner etc Contact,1539200510661
752,,0,0,0,like busy sitting ass day u depressed,1539200511657
753,Mexico,0,0,0,A look houses Mexico Beach Florida look like right This follow previous clip posted They,1539200511660
754,,0,0,0,I Never Love Again says hi,1539200511664
755,,0,0,0,When MSM learn do nt give voice let liar come crawling back He deserve to,1539200511658
756,,0,0,0,Source Jimmy Butler laid Timberwolves forward Andrew Wiggins practice earlier afternoon He called,1539200511658
757,,0,0,0,Yellow Chickie Salt And Pepper Shaker Set Ceramic inches Mybeachandmore via,1539200511662
759,,0,0,0,me work time go make money at work boss want go home early yes thought n,1539200511666
760,,0,0,0,Can Jimmy Butler play WR asking friend,1539200511660
761,,0,0,0,Going use publicity advertise In,1539200511662
762,,0,0,0,ever noticed gorgeous Fairbanks diner Or cool got h,1539200511665
763,,0,0,0,Is Saudi govt purposely filling Trump s pockets If expect return We know Trump,1539200511657
764,,0,0,0,even though wrong criticise see I mean,1539200512658
765,,0,0,0,want go cliff jumping,1539200512665
766,,0,0,0,But let offer definition social justice I keep I earn keep earn Do disagree Well,1539200512666
767,,0,0,0,C mon bruh,1539200512659
768,,0,0,0,Stay California plz,1539200512657
769,,0,0,0,Should I get PS PC Not big fan console FPS anymore I m mostly looking Blackout m,1539200512662
770,,0,0,0,Is Halloween episode Coach,1539200512660
771,,0,0,0,GusGus Yorkie cross aged years young He s small size typical Yorkie character He walks well lea,1539200512666
772,,0,0,0,Like Retweet chance win Today Giveaway Gift,1539200512660
773,,0,0,0,Actually none asking talking either know EXACTLY are,1539200512659
774,,0,0,0,definite toaster quality still bust nut definitely,1539200512665
775,,0,0,0,Here s Little King Trashmouth weird windowsill,1539200512666
776,,0,0,0,Seventy years ago December countries came together end World War II offer world roadmap for,1539200513660
777,,0,0,0,hi look cat,1539200513662
778,VodkaPundit,0,0,0,The Mask Slips VodkaPundit via,1539200513662
779,,0,0,0,When abuelita cookin know s going amazing,1539200513657
780,,0,0,0,I think sexual assault statistics would higher women realized situations happened norm,1539200513664
781,,0,0,0,Google briefing The Good Censor recommends shift American tradition free speech towards European traditio,1539200513661
782,,0,0,0,Wray confirms Senator Harris Kavanaugh background investigation limited scope WH,1539200513659
783,,0,0,0,Follow everyone Likes Retweets this,1539200513659
784,,0,0,0,The new Pixel camera let AI pick,1539200513662
785,,0,0,0,Yeah Not Stewart s tweets But bragged online apparently,1539200513665
786,,0,0,0,I understand people still try sell voting current conditions like miraculous tool to,1539200513663
787,,0,0,0,This Jessica Padgett Her fianc Kendall Murphy going get married Sept He firefigh,1539200513657
788,,0,0,0,Just read report upto page thinking called educated individual think this,1539200513665
789,,0,0,0,Me hearing bf phone waiting say I I w girl rn,1539200513665
790,EleNão,0,0,0,Roger Waters Brasil EleNo,1539200513662
791,30DaysAdChallenge,0,0,0,Day Here Ad concept created pornhub please retweet DaysAdChallenge,1539200513663
792,,0,0,0,This guy got mad I nt MCR emo Lmao I brokencyde emo Idk worse,1539200514664
794,,0,0,0,Why always crazy selfish shitty mothafuckas like Trump Kanye gettin praised speaking mind What,1539200514665
795,,0,0,0,somebody said turn phone upside looks like bowling I lost lmfaoooo,1539200514659
796,,0,0,0,Your owner gave dudes mil get asses handed Jimmy GLeaguers YIKES,1539200514661
798,,0,0,0,Have cake eat Linval,1539200514663
799,,0,0,0,This story confirms worst fear Contrary Google s public statements said us private discus,1539200514663
800,,0,0,0,I lifelong Dem amp since first vote McGovern Nixon I ALWAYS vote BUT I never felt voting mattered more,1539200514661
801,,0,0,0,I thought s meant way muslims embraced,1539200514664
802,,0,0,0,Which know read Municipal Elections Act illegal prohibite,1539200514665
803,,0,0,0,So s virgin So fucken,1539200514663
804,,0,0,0,The people succeed irrationally passionate something Naval Ravikant,1539200514663
805,,0,0,0,Jimmy Butler screamed You win without return Timberwolves practice today per,1539200514657
806,,0,0,0,Ain party like XCX party,1539200514663
807,,0,0,0,Congratulations everyone graduated delivering NOVA presentations today fantastic see man,1539200514665
808,Antifa,0,0,0,Let clear nazis America It Antifa And Antifa paramilitary wing Democratic Par,1539200515659
809,,0,0,0,I watched burn,1539200515657
810,,0,0,0,Best s amp MORE Suburbs Love Is The Law listen,1539200515659
811,,0,0,0,mental health may invisible real nt struggle silence make sure reach ones,1539200515659
812,,0,0,0,Called play calling plays calls certain situations,1539200515665
813,,0,0,0,Betty Toni I I wo nt able reach book top shelf Toni would goo,1539200515657
814,,0,0,0,see shawols tweeting postive things jonghyun please refrain commenting sadnegative things,1539200515664
815,,0,0,0,oh BROTHERRRRR weeks ASS stfu delete tweet,1539200515658
816,,0,0,0,Throw bucket water That ll take care problem I imagine,1539200515658
817,Retweet,0,0,0,want gain Retweet Like Followme Turn notifications Follow follow Follow follow,1539200515657
818,MentalHealthDay,0,0,0,MentalHealthDay battling manic depression decdes people internet talking about,1539200515661
819,PabloVillavicencio,0,0,0,Deportation case dropped man arrested delivering pizza Army base PabloVillavicencio Cc,1539200516659
820,,0,0,0,Breaking Jon Jones vs Alexander Gustafsson set UFC Dec Las Vegas More,1539200516665
822,,0,0,0,It s Florida and s okay we love anyway,1539200516657
823,,0,0,0,boyfriend s boyfriend makes want snort coke take xanaxs time watch tak,1539200516666
824,,0,0,0,stream art angels,1539200516661
825,,0,0,0,Me Loki My followers,1539200516665
827,,0,0,0,Do teach man man sis Do ask show ask text ask c,1539200516660
828,,0,0,0,Get Danny I applied maintenance technician work together lol,1539200516658
830,,0,0,0,THS IS THE CUTEST THIIINGGG,1539200516663
831,,0,0,0,Watching tech class cause I finished work,1539200516661
833,,0,0,0,local dj set Just dived home amp got sign this,1539200516661
834,,0,0,0,I took look oped It needs work All false misleading words world,1539200517659
836,,0,0,0,FEINSTEIN TIME TO GO TO A Dem Senator contacted Feinstein staffer hopes continuing COLLUSION HOAX,1539200517657
837,,0,0,0,Find maself reminiscing lanas hoe days much man cunt wis fkn ruthless miss gon oot n bein able le,1539200517662
838,,0,0,0,He told people like family could fix EVERYTHING Day One like get rid O,1539200517663
839,,0,0,0,What s like knowing ll fuck anything even career regardless whether even want fuck,1539200517665
840,,0,0,0,No drinks milk zimon looked hands bottle milk,1539200518661
842,,0,0,0,I ll try,1539200518665
843,,0,0,0,The one member laugh JK cr,1539200518658
844,,0,0,0,Great timing lol,1539200518658
845,,0,0,0,If things gets much could always reach friend relative It s okay feel whatever re feeling i,1539200518666
846,,0,0,0,This dude I taking photos song Tory lanez got signed label I m,1539200518661
847,,0,0,0,Baby girl front coming wigs,1539200518665
848,,0,0,0,MIA KHALIFA SIGN UP FREE A SAFE WEBSITE,1539200518657
849,,0,0,0,Absolutely infatuated everything right Worship,1539200518663
851,,0,0,0,Zweli STOP SEXUALLY HARRASSING WOMEN,1539200519657
852,,0,0,0,international students walking am lecture,1539200519661
853,,0,0,0,Now Playing Tekno Radio Burden amp DLTN Arnaud Le Texier Remix gt Listen,1539200519664
854,endwildlifecrime,0,0,0,When seeking endwildlifecrime s important remember less eyecatching species Great illustration fro,1539200519657
855,,0,0,0,Evening This cute handmade needle felted brindle greyhound complete soon new home,1539200519659
856,,0,0,0,kurt russell makes big trouble little china despite advocating trouble china,1539200519662
857,,0,0,0,We may posting Inktober prompts occasionally re big doofs came idea last minute Wel,1539200519664
858,Topbuzz,0,0,0,Trump trashes Democrats Medicare All plan oped Topbuzz,1539200519664
860,,0,0,0,Season Spongebob included amazon prime,1539200519661
861,,0,0,0,Nearly Marriott employees refusing go work get raise,1539200519657
862,,0,0,0,This voter suppression looks like,1539200519660
863,,0,0,0,Oh non tit chat,1539200519663
